省份,计划类别,招生专业,科类,专业组,招生计划
陕西,国家专项,思想政治教育（公费师范）,文史,,1
陕西,国家专项,特殊教育（公费师范）,文史,,1
陕西,国家专项,学前教育（公费师范）,文史,,1
陕西,国家专项,英语（公费师范）,文史,,1
陕西,普通类(本科批),化学,理工,,2
陕西,普通类(本科批),计算机科学与技术,理工,,2
陕西,普通类(本科批),教育技术学（智能教育）,理工,,2
陕西,普通类(本科批),软件工程,理工,,2
陕西,普通类(本科批),生物科学类,理工,,1
陕西,普通类(本科批),数学与应用数学,理工,,2
陕西,普通类(本科批),统计学类,理工,,2
陕西,普通类(本科批),物理学,理工,,2
陕西,普通类(本科批),心理学类,理工,,2
陕西,普通类(本科批),汉语国际教育,文史,,1
陕西,普通类(本科批),汉语言文学,文史,,1
陕西,普通类(本科批),历史学,文史,,1
陕西,普通类(提前批),数学与应用数学（公费师范）,理工,,2
陕西,普通类(提前批),物理学（公费师范）,理工,,1
陕西,普通类(提前批),汉语言文学（公费师范）,文史,,2
陕西,普通类(提前批),历史学（公费师范）,文史,,1
陕西,普通类(提前批),英语（公费师范）,文史,,1
陕西,艺考类,设计学类,艺术(理),,1
陕西,艺考类,设计学类,艺术(文),,1
上海,普通类(本科批),汉语国际教育,综合改革,不限,6
上海,普通类(本科批),汉语言文学,综合改革,不限,7
上海,普通类(本科批),历史学,综合改革,不限,5
上海,普通类(本科批),新闻传播学类,综合改革,不限,4
上海,普通类(本科批),新闻学（双学位）,综合改革,不限,3
上海,普通类(本科批),英语,综合改革,不限,3
上海,普通类(本科批),哲学,综合改革,不限,3
上海,普通类(本科批),法学,综合改革,不限2,2
上海,普通类(本科批),法学,综合改革,不限2,2
上海,普通类(本科批),法学（双学位）,综合改革,不限2,3
上海,普通类(本科批),工商管理（智能商业实验班）,综合改革,不限2,4
上海,普通类(本科批),工商管理类,综合改革,不限2,3
上海,普通类(本科批),公共管理类,综合改革,不限2,2
上海,普通类(本科批),教育学类,综合改革,不限2,8
上海,普通类(本科批),金融学（双学位）,综合改革,不限2,5
上海,普通类(本科批),金融学类,综合改革,不限2,8
上海,普通类(本科批),人力资源管理（双学位）,综合改革,不限2,2
上海,普通类(本科批),社会学类,综合改革,不限2,3
上海,普通类(本科批),社会学类,综合改革,不限2,3
上海,普通类(本科批),广播电视编导,综合改革,不限3,4
上海,普通类(本科批),电子信息科学与技术,综合改革,物理+化学,2
上海,普通类(本科批),计算机科学与技术,综合改革,物理+化学,15
上海,普通类(本科批),软件工程,综合改革,物理+化学,21
上海,普通类(本科批),数据科学与大数据技术,综合改革,物理+化学,11
上海,普通类(本科批),数学与应用数学,综合改革,物理+化学,9
上海,普通类(本科批),通信工程,综合改革,物理+化学,6
上海,普通类(本科批),通信工程（双学位）,综合改革,物理+化学,3
上海,普通类(本科批),统计学（双学位）,综合改革,物理+化学,5
上海,普通类(本科批),统计学类,综合改革,物理+化学,11
上海,普通类(本科批),微电子科学与工程,综合改革,物理+化学,10
上海,普通类(本科批),物理学,综合改革,物理+化学,4
上海,普通类(本科批),地理科学,综合改革,物理+化学2,4
上海,普通类(本科批),地理信息科学,综合改革,物理+化学2,3
上海,普通类(本科批),地理信息科学（双学位）,综合改革,物理+化学2,1
上海,普通类(本科批),化学,综合改革,物理+化学2,5
上海,普通类(本科批),化学,综合改革,物理+化学2,1
上海,普通类(本科批),环境科学与工程类,综合改革,物理+化学2,3
上海,普通类(本科批),生态学,综合改革,物理+化学2,2
上海,普通类(本科批),生物科学类,综合改革,物理+化学2,2
上海,普通类(本科批),生物科学类,综合改革,物理+化学2,2
上海,普通类(本科批),心理学（双学位）,综合改革,物理+化学2,3
上海,普通类(本科批),心理学类,综合改革,物理+化学2,6
上海,普通类(本科批),听力与言语康复学,综合改革,物理+化学3,10
上海,普通类(提前批),汉语言文学（公费师范）,综合改革,不限,10
上海,普通类(提前批),历史学（公费师范）,综合改革,不限,4
上海,普通类(提前批),英语（公费师范）,综合改革,不限,12
上海,普通类(提前批),俄语,综合改革,不限2,9
上海,普通类(提前批),法语,综合改革,不限2,2
上海,普通类(提前批),日语,综合改革,不限2,2
上海,普通类(提前批),特殊教育（公费师范）,综合改革,不限2,4
上海,普通类(提前批),西班牙语,综合改革,不限2,5
上海,普通类(提前批),学前教育（公费师范）,综合改革,不限2,4
上海,普通类(提前批),地理科学（公费师范）,综合改革,物理+化学,6
上海,普通类(提前批),化学（公费师范）,综合改革,物理+化学,12
上海,普通类(提前批),生物科学（公费师范）,综合改革,物理+化学,8
上海,普通类(提前批),数学与应用数学（公费师范）,综合改革,物理+化学,21
上海,普通类(提前批),物理学（公费师范）,综合改革,物理+化学,11
上海,普通类(提前批),马克思主义理论,综合改革,政治,3
上海,普通类(提前批),思想政治教育（公费师范）,综合改革,政治,5
上海,体育类,体育教育（公费师范）,体育(不分文理),,20
上海,体育类,体育学类,体育(不分文理),,15
上海,艺考类,播音与主持艺术,艺术(不分文理),,2
上海,艺考类,美术学,艺术(不分文理),,12
上海,艺考类,美术学（美教）（公费师范）,艺术(不分文理),,3
上海,艺考类,设计学类,艺术(不分文理),,36
上海,艺考类,音乐表演（大号）,艺术(不分文理),,1
上海,艺考类,音乐表演（单簧管）,艺术(不分文理),,1
上海,艺考类,音乐表演（钢琴）,艺术(不分文理),,2
上海,艺考类,音乐表演（西洋打击乐）,艺术(不分文理),,2
上海,艺考类,音乐表演（小号）,艺术(不分文理),,1
上海,艺考类,音乐表演（小提琴）,艺术(不分文理),,1
上海,艺考类,音乐表演（长笛）,艺术(不分文理),,1
上海,艺考类,音乐表演（中提琴）,艺术(不分文理),,1
上海,艺考类,音乐学（音教）（公费师范）,艺术(不分文理),,3
上海,综合评价,翻译（双学位）,综合改革,不限,4
上海,综合评价,汉语国际教育,综合改革,不限,4
上海,综合评价,汉语言文学,综合改革,不限,4
上海,综合评价,历史学,综合改革,不限,4
上海,综合评价,新闻传播学类,综合改革,不限,5
上海,综合评价,英语,综合改革,不限,4
上海,综合评价,哲学,综合改革,不限,4
上海,综合评价,法学,综合改革,不限2,2
上海,综合评价,工商管理（智能商业实验班）,综合改革,不限2,4
上海,综合评价,工商管理类,综合改革,不限2,4
上海,综合评价,公共管理类,综合改革,不限2,5
上海,综合评价,教育学类,综合改革,不限2,6
上海,综合评价,金融学类,综合改革,不限2,4
上海,综合评价,社会学类,综合改革,不限2,6
上海,综合评价,电子信息科学与技术,综合改革,物理+化学,4
上海,综合评价,计算机科学与技术,综合改革,物理+化学,6
上海,综合评价,软件工程,综合改革,物理+化学,10
上海,综合评价,数据科学与大数据技术,综合改革,物理+化学,5
上海,综合评价,数学与应用数学,综合改革,物理+化学,5
上海,综合评价,通信工程,综合改革,物理+化学,4
上海,综合评价,统计学类,综合改革,物理+化学,6
上海,综合评价,微电子科学与工程,综合改革,物理+化学,5
上海,综合评价,物理学,综合改革,物理+化学,4
上海,综合评价,地理科学,综合改革,物理+化学2,3
上海,综合评价,地理信息科学,综合改革,物理+化学2,3
上海,综合评价,化学,综合改革,物理+化学2,5
上海,综合评价,环境科学与工程类,综合改革,物理+化学2,4
上海,综合评价,生态学,综合改革,物理+化学2,3
上海,综合评价,生物科学类,综合改革,物理+化学2,3
上海,综合评价,心理学类,综合改革,物理+化学2,5
上海,综合评价,人文地理与城乡规划,综合改革,政治,3
上海,综合评价,政治学与行政学,综合改革,政治,3
四川,高校专项,地理信息科学,理工,,1
四川,高校专项,电子信息科学与技术,理工,,1
四川,高校专项,化学,理工,,1
四川,高校专项,环境科学与工程类,理工,,1
四川,高校专项,生态学,理工,,1
四川,高校专项,微电子科学与工程,理工,,1
四川,高校专项,物理学,理工,,1
四川,高校专项,工商管理类,文史,,1
四川,高校专项,教育学类,文史,,2
四川,高校专项,马克思主义理论,文史,,1
四川,高校专项,社会学类,文史,,1
四川,国家优师专项,数学与应用数学（优师专项）,理工,,1
四川,国家优师专项,物理学（优师专项）,理工,,2
四川,国家优师专项,汉语言文学（优师专项）,文史,,2
四川,国家优师专项,历史学（优师专项）,文史,,3
四川,国家优师专项,英语（优师专项）,文史,,3
四川,国家专项,地理科学（公费师范）,理工,,2
四川,国家专项,化学（公费师范）,理工,,3
四川,国家专项,生物科学（公费师范）,理工,,2
四川,国家专项,数学与应用数学（公费师范）,理工,,4
四川,国家专项,物理学（公费师范）,理工,,3
四川,国家专项,汉语言文学（公费师范）,文史,,2
四川,国家专项,历史学（公费师范）,文史,,1
四川,国家专项,思想政治教育（公费师范）,文史,,3
四川,国家专项,特殊教育（公费师范）,文史,,2
四川,国家专项,学前教育（公费师范）,文史,,1
四川,国家专项,英语（公费师范）,文史,,1
四川,普通类(本科批),地理科学,理工,,2
四川,普通类(本科批),地理信息科学,理工,,2
四川,普通类(本科批),地理信息科学（双学位）,理工,,1
四川,普通类(本科批),电子信息科学与技术,理工,,3
四川,普通类(本科批),化学,理工,,5
四川,普通类(本科批),环境科学与工程类,理工,,2
四川,普通类(本科批),计算机科学与技术,理工,,8
四川,普通类(本科批),教育技术学（双学位）,理工,,2
四川,普通类(本科批),教育技术学（智能教育）,理工,,2
四川,普通类(本科批),金融学（双学位）,理工,,3
四川,普通类(本科批),软件工程,理工,,17
四川,普通类(本科批),生态学,理工,,2
四川,普通类(本科批),生物科学类,理工,,2
四川,普通类(本科批),数据科学与大数据技术,理工,,8
四川,普通类(本科批),数学与应用数学,理工,,5
四川,普通类(本科批),通信工程,理工,,5
四川,普通类(本科批),统计学（双学位）,理工,,2
四川,普通类(本科批),统计学类,理工,,5
四川,普通类(本科批),微电子科学与工程,理工,,8
四川,普通类(本科批),物理学,理工,,2
四川,普通类(本科批),心理学（双学位）,理工,,2
四川,普通类(本科批),心理学类,理工,,2
四川,普通类(本科批),新闻学（双学位）,理工,,1
四川,普通类(本科批),法学,文史,,2
四川,普通类(本科批),法学（双学位）,文史,,2
四川,普通类(本科批),工商管理（智能商业实验班）,文史,,3
四川,普通类(本科批),工商管理类,文史,,2
四川,普通类(本科批),汉语国际教育,文史,,3
四川,普通类(本科批),汉语言文学,文史,,3
四川,普通类(本科批),教育学类,文史,,3
四川,普通类(本科批),金融学类,文史,,2
四川,普通类(本科批),历史学,文史,,2
四川,普通类(本科批),人力资源管理（双学位）,文史,,2
四川,普通类(本科批),人文地理与城乡规划,文史,,3
四川,普通类(本科批),社会学类,文史,,2
四川,普通类(本科批),新闻传播学类,文史,,2
四川,普通类(本科批),英语,文史,,2
四川,普通类(本科批),政治学与行政学（双学位）,文史,,2
四川,普通类(本科批),广播电视编导,文史(单列类),,3
四川,普通类(提前批),地理科学（公费师范）,理工,,2
四川,普通类(提前批),化学（公费师范）,理工,,2
四川,普通类(提前批),数学与应用数学（公费师范）,理工,,3
四川,普通类(提前批),物理学（公费师范）,理工,,3
四川,普通类(提前批),汉语言文学（公费师范）,文史,,4
四川,普通类(提前批),历史学（公费师范）,文史,,1
四川,普通类(提前批),英语（公费师范）,文史,,3
四川,体育类,体育教育（公费师范）,体育(不分文理),,4
四川,艺考类,播音与主持艺术,艺术(理),,1
四川,艺考类,设计学类,艺术(理),,2
四川,艺考类,音乐表演（低音提琴）,艺术(理),,1
四川,艺考类,播音与主持艺术,艺术(文),,1
四川,艺考类,设计学类,艺术(文),,2
四川,艺考类,音乐表演（圆号）,艺术(文),,1
天津,普通类(本科批),汉语国际教育,综合改革,不限,2
天津,普通类(本科批),汉语言文学,综合改革,不限,2
天津,普通类(本科批),金融学（双学位）,综合改革,不限,2
天津,普通类(本科批),历史学,综合改革,不限,2
天津,普通类(本科批),新闻传播学类,综合改革,不限,2
天津,普通类(本科批),计算机科学与技术,综合改革,物理+化学,1
天津,普通类(本科批),软件工程,综合改革,物理+化学,2
天津,普通类(本科批),数据科学与大数据技术,综合改革,物理+化学,2
天津,普通类(本科批),统计学（双学位）,综合改革,物理+化学,1
天津,普通类(本科批),统计学类,综合改革,物理+化学,2
天津,普通类(本科批),微电子科学与工程,综合改革,物理+化学,2
天津,普通类(本科批),心理学类,综合改革,物理+化学,2
天津,普通类(本科批),政治学与行政学,综合改革,政治,2
天津,普通类(本科批),政治学与行政学（双学位）,综合改革,政治,1
西藏,高校专项,化学（公费师范）,理工,,1
西藏,高校专项,物理学（公费师范）,理工,,1
西藏,高校专项,特殊教育（公费师范）,文史,,2
西藏,高校专项,学前教育（公费师范）,文史,,1
西藏,国家优师专项,数学与应用数学（优师专项）,理工,,1
西藏,国家优师专项,物理学（优师专项）,理工,,1
西藏,国家优师专项,汉语言文学（优师专项）,文史,,2
西藏,国家优师专项,历史学（优师专项）,文史,,2
西藏,国家优师专项,英语（优师专项）,文史,,1
西藏,内地西藏班,地理科学（公费师范）,理工,,3
西藏,内地西藏班,化学（公费师范）,理工,,4
西藏,内地西藏班,生物科学（公费师范）,理工,,3
西藏,内地西藏班,数学与应用数学（公费师范）,理工,,4
西藏,内地西藏班,物理学（公费师范）,理工,,4
西藏,内地西藏班,汉语言文学（公费师范）,文史,,2
西藏,内地西藏班,历史学（公费师范）,文史,,2
西藏,内地西藏班,思想政治教育（公费师范）,文史,,1
西藏,内地西藏班,特殊教育（公费师范）,文史,,3
西藏,内地西藏班,英语（公费师范）,文史,,3
西藏,普通类(提前批),地理科学（公费师范）,理工,,2
西藏,普通类(提前批),化学（公费师范）,理工,,1
西藏,普通类(提前批),生物科学（公费师范）,理工,,1
西藏,普通类(提前批),物理学（公费师范）,理工,,1
新疆,高校专项,地理信息科学,理工,,1
新疆,高校专项,环境科学与工程类,理工,,1
新疆,高校专项,工商管理类,文史,,1
新疆,高校专项,马克思主义理论,文史,,1
新疆,高校专项,社会学类,文史,,1
新疆,国家专项,环境科学与工程类,理工,,2
新疆,国家专项,生态学,理工,,2
新疆,民族预科,地理科学,理工,,1
新疆,民族预科,地理信息科学,理工,,1
新疆,民族预科,化学,理工,,1
新疆,民族预科,环境科学与工程类,理工,,1
新疆,民族预科,生态学,理工,,1
新疆,民族预科,生物科学类,理工,,1
新疆,民族预科,心理学类,理工,,1
新疆,民族预科,法学,文史,,2
新疆,民族预科,工商管理类,文史,,1
新疆,民族预科,公共管理类,文史,,1
新疆,民族预科,汉语言文学,文史,,1
新疆,民族预科,教育学类,文史,,3
新疆,民族预科,历史学,文史,,1
新疆,民族预科,马克思主义理论,文史,,1
新疆,民族预科,人文地理与城乡规划,文史,,1
新疆,民族预科,社会学类,文史,,2
新疆,民族预科,新闻传播学类,文史,,2
新疆,民族预科,政治学与行政学,文史,,1
新疆,南疆计划,教育学类,文史,,1
新疆,南疆计划,社会学类,文史,,1
新疆,内地新疆班,地理科学（公费师范）,理工(单列类),,3
新疆,内地新疆班,化学（公费师范）,理工(单列类),,3
新疆,内地新疆班,生物科学（公费师范）,理工(单列类),,3
新疆,内地新疆班,数学与应用数学（公费师范）,理工(单列类),,1
新疆,内地新疆班,物理学（公费师范）,理工(单列类),,2
新疆,内地新疆班,数学与应用数学（公费师范）,理工(普通类),,2
新疆,内地新疆班,物理学（公费师范）,理工(普通类),,1
新疆,内地新疆班,历史学（公费师范）,文史(单列类),,1
新疆,内地新疆班,思想政治教育（公费师范）,文史(单列类),,2
新疆,内地新疆班,特殊教育（公费师范）,文史(单列类),,3
新疆,内地新疆班,学前教育（公费师范）,文史(单列类),,3
新疆,内地新疆班,汉语言文学（公费师范）,文史(普通类),,1
新疆,内地新疆班,学前教育（公费师范）,文史(普通类),,1
新疆,内地新疆班,英语（公费师范）,文史(普通类),,1
新疆,普通类(本科批),地理科学,理工,,2
新疆,普通类(本科批),地理信息科学,理工,,1
新疆,普通类(本科批),电子信息科学与技术,理工,,2
新疆,普通类(本科批),化学,理工,,2
新疆,普通类(本科批),计算机科学与技术,理工,,2
新疆,普通类(本科批),教育技术学（智能教育）,理工,,2
新疆,普通类(本科批),软件工程,理工,,4
新疆,普通类(本科批),生物科学类,理工,,1
新疆,普通类(本科批),数据科学与大数据技术,理工,,2
新疆,普通类(本科批),通信工程,理工,,2
新疆,普通类(本科批),统计学类,理工,,2
新疆,普通类(本科批),微电子科学与工程,理工,,4
新疆,普通类(本科批),物理学,理工,,2
新疆,普通类(本科批),工商管理类,文史,,1
新疆,普通类(本科批),公共管理类,文史,,1
新疆,普通类(本科批),汉语言文学,文史,,2
新疆,普通类(本科批),教育学类,文史,,3
新疆,普通类(本科批),历史学,文史,,1
新疆,普通类(本科批),人文地理与城乡规划,文史,,2
新疆,普通类(本科批),社会学类,文史,,2
新疆,普通类(本科批),新闻传播学类,文史,,1
新疆,普通类(本科批),政治学与行政学,文史,,2
云南,高校专项,化学,理工,,1
云南,高校专项,生物科学类,理工,,1
云南,高校专项,听力与言语康复学,理工,,1
云南,高校专项,物理学,理工,,1
云南,高校专项,心理学类,理工,,1
云南,高校专项,教育学类,文史,,1
云南,高校专项,马克思主义理论,文史,,1
云南,国家优师专项,数学与应用数学（优师专项）,理工,,2
云南,国家优师专项,物理学（优师专项）,理工,,2
云南,国家优师专项,汉语言文学（优师专项）,文史,,2
云南,国家优师专项,历史学（优师专项）,文史,,2
云南,国家优师专项,英语（优师专项）,文史,,2
云南,国家专项,地理科学（公费师范）,理工,,2
云南,国家专项,化学（公费师范）,理工,,3
云南,国家专项,生物科学（公费师范）,理工,,2
云南,国家专项,数学与应用数学（公费师范）,理工,,2
云南,国家专项,物理学（公费师范）,理工,,3
云南,国家专项,汉语言文学（公费师范）,文史,,1
云南,国家专项,历史学（公费师范）,文史,,1
云南,国家专项,思想政治教育（公费师范）,文史,,2
云南,国家专项,学前教育（公费师范）,文史,,2
云南,国家专项,英语（公费师范）,文史,,1
云南,普通类(本科批),化学,理工,,2
云南,普通类(本科批),计算机科学与技术,理工,,3
云南,普通类(本科批),软件工程,理工,,3
云南,普通类(本科批),生态学,理工,,2
云南,普通类(本科批),生物科学类,理工,,2
云南,普通类(本科批),数据科学与大数据技术,理工,,2
云南,普通类(本科批),数学与应用数学,理工,,2
云南,普通类(本科批),通信工程,理工,,2
云南,普通类(本科批),统计学类,理工,,2
云南,普通类(本科批),微电子科学与工程,理工,,2
云南,普通类(本科批),物理学,理工,,2
云南,普通类(本科批),心理学类,理工,,2
云南,普通类(本科批),法学（双学位）,文史,,2
云南,普通类(本科批),工商管理类,文史,,2
云南,普通类(本科批),汉语言文学,文史,,2
云南,普通类(本科批),教育学类,文史,,2
云南,普通类(本科批),金融学类,文史,,2
云南,普通类(本科批),新闻传播学类,文史,,2
云南,普通类(提前批),地理科学（公费师范）,理工,,1
云南,普通类(提前批),化学（公费师范）,理工,,2
云南,普通类(提前批),生物科学（公费师范）,理工,,2
云南,普通类(提前批),数学与应用数学（公费师范）,理工,,2
云南,普通类(提前批),物理学（公费师范）,理工,,2
云南,普通类(提前批),汉语言文学（公费师范）,文史,,2
云南,普通类(提前批),历史学（公费师范）,文史,,1
云南,普通类(提前批),思想政治教育（公费师范）,文史,,2
云南,普通类(提前批),英语（公费师范）,文史,,2
浙江,高校专项,地理信息科学,综合改革,,1
浙江,高校专项,电子信息科学与技术,综合改革,,1
浙江,高校专项,工商管理类,综合改革,,2
浙江,高校专项,化学,综合改革,,1
浙江,高校专项,环境科学与工程类,综合改革,,1
浙江,高校专项,教育技术学（智能教育）,综合改革,,2
浙江,高校专项,教育学类,综合改革,,2
浙江,高校专项,日语,综合改革,,1
浙江,高校专项,社会学类,综合改革,,1
浙江,高校专项,生态学,综合改革,,1
浙江,高校专项,生物科学类,综合改革,,1
浙江,高校专项,听力与言语康复学,综合改革,,1
浙江,高校专项,微电子科学与工程,综合改革,,1
浙江,高校专项,心理学类,综合改革,,1
浙江,普通类(本科批),地理科学,综合改革,,2
浙江,普通类(本科批),地理信息科学,综合改革,,2
浙江,普通类(本科批),地理信息科学（双学位）,综合改革,,2
浙江,普通类(本科批),电子信息科学与技术,综合改革,,2
浙江,普通类(本科批),法学,综合改革,,2
浙江,普通类(本科批),法学（双学位）,综合改革,,2
浙江,普通类(本科批),翻译（双学位）,综合改革,,2
浙江,普通类(本科批),工商管理（智能商业实验班）,综合改革,,2
浙江,普通类(本科批),工商管理类,综合改革,,2
浙江,普通类(本科批),公共管理类,综合改革,,1
浙江,普通类(本科批),广播电视编导,综合改革,,3
浙江,普通类(本科批),汉语国际教育,综合改革,,6
浙江,普通类(本科批),汉语言文学,综合改革,,3
浙江,普通类(本科批),化学,综合改革,,2
浙江,普通类(本科批),环境科学与工程类,综合改革,,2
浙江,普通类(本科批),计算机科学与技术,综合改革,,11
浙江,普通类(本科批),教育学类,综合改革,,6
浙江,普通类(本科批),金融学（双学位）,综合改革,,3
浙江,普通类(本科批),金融学类,综合改革,,5
浙江,普通类(本科批),历史学,综合改革,,3
浙江,普通类(本科批),人力资源管理（双学位）,综合改革,,2
浙江,普通类(本科批),软件工程,综合改革,,18
浙江,普通类(本科批),社会学类,综合改革,,2
浙江,普通类(本科批),生态学,综合改革,,2
浙江,普通类(本科批),生物科学类,综合改革,,2
浙江,普通类(本科批),数据科学与大数据技术,综合改革,,4
浙江,普通类(本科批),数学与应用数学,综合改革,,6
浙江,普通类(本科批),通信工程,综合改革,,2
浙江,普通类(本科批),统计学（双学位）,综合改革,,4
浙江,普通类(本科批),统计学类,综合改革,,6
浙江,普通类(本科批),微电子科学与工程,综合改革,,3
浙江,普通类(本科批),物理学,综合改革,,3
浙江,普通类(本科批),心理学类,综合改革,,3
浙江,普通类(本科批),新闻传播学类,综合改革,,2
浙江,普通类(本科批),新闻学（双学位）,综合改革,,1
浙江,普通类(本科批),英语,综合改革,,2
浙江,普通类(本科批),哲学,综合改革,,3
浙江,普通类(提前批),地理科学（公费师范）,综合改革,,2
浙江,普通类(提前批),汉语言文学（公费师范）,综合改革,,4
浙江,普通类(提前批),化学（公费师范）,综合改革,,2
浙江,普通类(提前批),历史学（公费师范）,综合改革,,2
浙江,普通类(提前批),生物科学（公费师范）,综合改革,,4
浙江,普通类(提前批),数学与应用数学（公费师范）,综合改革,,6
浙江,普通类(提前批),思想政治教育（公费师范）,综合改革,,2
浙江,普通类(提前批),物理学（公费师范）,综合改革,,4
浙江,普通类(提前批),学前教育（公费师范）,综合改革,,2
浙江,普通类(提前批),英语（公费师范）,综合改革,,3
浙江,体育类,体育教育（公费师范）,体育(不分文理),,5
浙江,体育类,体育学类,体育(不分文理),,2
浙江,艺考类,播音与主持艺术,艺术(不分文理),,2
浙江,艺考类,美术学,艺术(不分文理),,5
浙江,艺考类,美术学（美教）（公费师范）,艺术(不分文理),,2
浙江,艺考类,设计学类,艺术(不分文理),,8
浙江,艺考类,音乐表演（小提琴）,艺术(不分文理),,2
浙江,艺考类,音乐学（音教）（公费师范）,艺术(不分文理),,2
浙江,艺考类,音乐学（音教）（公费师范）,艺术(不分文理),,1
重庆,高校专项,工商管理类,历史类,,1
重庆,高校专项,政治学与行政学,历史类,,1
重庆,高校专项,地理信息科学,物理类,,1
重庆,高校专项,电子信息科学与技术,物理类,,1
重庆,高校专项,生物科学类,物理类,,1
重庆,高校专项,物理学,物理类,,1
重庆,国家优师专项,汉语言文学（优师专项）,历史类,,2
重庆,国家优师专项,历史学（优师专项）,历史类,,1
重庆,国家优师专项,英语（优师专项）,历史类,,2
重庆,国家优师专项,数学与应用数学（优师专项）,物理类,,1
重庆,国家优师专项,物理学（优师专项）,物理类,,1
重庆,国家专项,汉语言文学（公费师范）,历史类,,2
重庆,国家专项,历史学（公费师范）,历史类,,2
重庆,国家专项,思想政治教育（公费师范）,历史类,,2
重庆,国家专项,学前教育（公费师范）,历史类,,2
重庆,国家专项,英语（公费师范）,历史类,,2
重庆,国家专项,地理科学（公费师范）,物理类,,2
重庆,国家专项,化学（公费师范）,物理类,,1
重庆,国家专项,生物科学（公费师范）,物理类,,2
重庆,国家专项,数学与应用数学（公费师范）,物理类,,4
重庆,国家专项,物理学（公费师范）,物理类,,2
重庆,普通类(本科批),法学（双学位）,历史类,,2
重庆,普通类(本科批),工商管理（智能商业实验班）,历史类,,2
重庆,普通类(本科批),工商管理类,历史类,,2
重庆,普通类(本科批),公共管理类,历史类,,2
重庆,普通类(本科批),汉语国际教育,历史类,,2
重庆,普通类(本科批),汉语言文学,历史类,,2
重庆,普通类(本科批),教育学类,历史类,,3
重庆,普通类(本科批),金融学类,历史类,,2
重庆,普通类(本科批),马克思主义理论,历史类,,2
重庆,普通类(本科批),人文地理与城乡规划,历史类,,2
重庆,普通类(本科批),新闻传播学类,历史类,,2
重庆,普通类(本科批),哲学,历史类,,2
重庆,普通类(本科批),政治学与行政学（双学位）,历史类,,2
重庆,普通类(本科批),地理科学,物理类,,1
重庆,普通类(本科批),地理信息科学,物理类,,1
重庆,普通类(本科批),化学,物理类,,2
重庆,普通类(本科批),计算机科学与技术,物理类,,4
重庆,普通类(本科批),金融学（双学位）,物理类,,2
重庆,普通类(本科批),软件工程,物理类,,4
重庆,普通类(本科批),生物科学类,物理类,,1
重庆,普通类(本科批),数据科学与大数据技术,物理类,,2
重庆,普通类(本科批),数学与应用数学,物理类,,2
重庆,普通类(本科批),通信工程,物理类,,2
重庆,普通类(本科批),统计学（双学位）,物理类,,2
重庆,普通类(本科批),统计学类,物理类,,2
重庆,普通类(本科批),微电子科学与工程,物理类,,3
重庆,普通类(本科批),物理学,物理类,,2
重庆,普通类(本科批),心理学（双学位）,物理类,,2
重庆,普通类(本科批),心理学类,物理类,,2
重庆,普通类(本科批),新闻学（双学位）,物理类,,1
重庆,普通类(提前批),汉语言文学（公费师范）,历史类,,2
重庆,普通类(提前批),历史学（公费师范）,历史类,,2
重庆,普通类(提前批),思想政治教育（公费师范）,历史类,,2
重庆,普通类(提前批),英语（公费师范）,历史类,,5
重庆,普通类(提前批),地理科学（公费师范）,物理类,,2
重庆,普通类(提前批),化学（公费师范）,物理类,,2
重庆,普通类(提前批),生物科学（公费师范）,物理类,,2
重庆,普通类(提前批),数学与应用数学（公费师范）,物理类,,2
重庆,普通类(提前批),物理学（公费师范）,物理类,,3
重庆,体育类,体育教育（公费师范）,体育(不分科目类),,2
重庆,体育类,体育学类,体育(不分科目类),,2
重庆,艺考类,播音与主持艺术,艺术(不分科目类),,2
重庆,艺考类,设计学类,艺术(不分科目类),,2
